TF,context,n_mito_total,n_oxphos,n_mitoribo,n_apoptosis_pro,n_apoptosis_anti,apop_balance,apoptosis_pro_genes,apoptosis_anti_genes,n_metab_other,k,frac,hyperg_p,bh_fdr
FOXC2,HS_DUCT,1,0,0,0,0,0,,,1,22,0.045454545454545456,0.6864797706206107,0.9999978226741806
FOXC2,HS_HE,1,0,0,0,0,0,,,1,32,0.03125,0.8150306020644145,0.9999978226741806
FOXD1,AP_LE,1,0,0,0,0,0,,,1,57,0.017543859649122806,0.9506087469607587,0.9999978226741806
FOXD1,HS_DUCT,1,0,0,0,0,0,,,1,10,0.1,0.40965885301396254,0.9999978226741806
FOXE1,HS_DUCT,1,0,0,0,0,0,,,1,15,0.06666666666666667,0.5464670846633504,0.9999978226741806
FOXF1,AP_TEB,1,0,0,0,0,0,,,1,79,0.012658227848101266,0.9845695019892351,0.9999978226741806
FOXF1,BA_DUCT,1,0,0,0,0,0,,,1,169,0.005917159763313609,0.9998696375202071,0.9999978226741806
FOXF1,HS_DUCT,1,0,0,0,0,0,,,1,20,0.05,0.6515952774385323,0.9999978226741806
FOXF2,BA_DUCT,1,0,0,0,0,0,,,1,137,0.0072992700729927005,0.9992864122021607,0.9999978226741806
FOXF2,HS_DUCT,1,0,0,0,0,0,,,1,19,0.05263157894736842,0.6327249449843543,0.9999978226741806
FOXG1,BA_TEB,1,0,0,0,0,0,,,1,75,0.013333333333333334,0.9809326005121496,0.9999978226741806
FOXI1,AP_HE,1,0,0,0,0,0,,,1,33,0.030303030303030304,0.8245406215361494,0.9999978226741806
FOXL1,BA_DUCT,1,0,0,0,0,0,,,1,146,0.00684931506849315,0.9995574826852569,0.9999978226741806
FOXL1,HS_DUCT,1,0,0,0,0,0,,,1,19,0.05263157894736842,0.6327249449843543,0.9999978226741806
FOXL1,HS_HE,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
FOXL1,HS_TEB,1,0,0,0,0,0,,,1,110,0.00909090909090909,0.9970118813903739,0.9999978226741806
FOXM1,AP_TEB,1,0,0,0,0,0,,,1,228,0.0043859649122807015,0.9999943690081303,0.9999978226741806
FOXN3,AP_HE,1,0,0,0,0,0,,,1,29,0.034482758620689655,0.7832982439079151,0.9999978226741806
FOXO1,AP_DUCT,1,1,0,0,0,0,,,0,48,0.020833333333333332,0.9205342079450483,0.9999978226741806
FOXO1,BA_HE,1,0,0,0,0,0,,,1,128,0.0078125,0.9988495590638253,0.9999978226741806
FOXO1,HS_DUCT,1,0,0,0,0,0,,,1,30,0.03333333333333333,0.7944380139986199,0.9999978226741806
FOXO4,AP_HE,1,0,0,0,0,0,,,1,45,0.022222222222222223,0.9068888824055246,0.9999978226741806
FOXP1,AP_DUCT,1,0,0,0,0,0,,,1,42,0.023809523809523808,0.8909032446555523,0.9999978226741806
FOXQ1,AP_TEB,1,0,0,0,0,0,,,1,67,0.014925373134328358,0.9708891078857296,0.9999978226741806
FOXQ1,BA_DUCT,1,0,0,0,0,0,,,1,122,0.00819672131147541,0.9984184365143163,0.9999978226741806
FOXS1,AP_HE,1,0,0,0,0,0,,,1,33,0.030303030303030304,0.8245406215361494,0.9999978226741806
FOXS1,BA_DUCT,1,0,0,0,0,0,,,1,154,0.006493506493506494,0.9997106747373309,0.9999978226741806
FOXS1,HS_DUCT,1,0,0,0,0,0,,,1,23,0.043478260869565216,0.7025907290980198,0.9999978226741806
FOXS1,HS_HE,1,0,0,0,0,0,,,1,26,0.038461538461538464,0.7461284881361778,0.9999978226741806
GATA2,AP_DUCT,1,1,0,0,0,0,,,0,36,0.027777777777777776,0.8502387851218602,0.9999978226741806
GATA2,AP_HE,1,0,0,0,0,0,,,1,98,0.01020408163265306,0.9943567231730495,0.9999978226741806
GATA2,BA_HE,1,0,0,0,0,0,,,1,134,0.007462686567164179,0.9991632465375497,0.9999978226741806
GATA3,AP_DUCT,1,1,0,0,0,0,,,0,53,0.018867924528301886,0.9389826284943715,0.9999978226741806
GATA5,HS_HE,1,0,0,0,0,0,,,1,36,0.027777777777777776,0.8502387851218602,0.9999978226741806
GATA6,BA_HE,1,0,0,0,0,0,,,1,119,0.008403361344537815,0.9981456952947598,0.9999978226741806
GLI1,HS_LE,1,0,0,0,0,0,,,1,28,0.03571428571428571,0.7715554332797265,0.9999978226741806
GLI1,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,101,0.009900990099009901,0.9951859054112047,0.9999978226741806
GLI2,BA_DUCT,1,0,0,0,0,0,,,1,123,0.008130081300813009,0.9985001332806038,0.9999978226741806
GLI2,HS_DUCT,1,0,0,0,0,0,,,1,18,0.05555555555555555,0.6128336449783045,0.9999978226741806
GLI3,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,88,0.011363636363636364,0.9904168770401394,0.9999978226741806
GLIS1,BA_DUCT,1,0,0,0,0,0,,,1,139,0.007194244604316547,0.9993582865244017,0.9999978226741806
GLIS1,HS_TEB,1,0,0,1,0,1,Bok,,0,93,0.010752688172043012,0.9926458141102015,0.9999978226741806
GLIS2,BA_DUCT,1,0,0,0,0,0,,,1,131,0.007633587786259542,0.9990188475616293,0.9999978226741806
GLIS2,HS_DUCT,1,0,0,0,0,0,,,1,16,0.0625,0.5697644436862532,0.9999978226741806
GLIS2,HS_TEB,1,0,0,0,0,0,,,1,93,0.010752688172043012,0.9926458141102015,0.9999978226741806
GLIS3,AP_TEB,1,0,0,0,0,0,,,1,74,0.013513513513513514,0.9798967500263773,0.9999978226741806
GLMP,HS_HE,1,0,0,1,0,1,Aifm2,,0,34,0.029411764705882353,0.8335621617129495,0.9999978226741806
GRHL2,AP_DUCT,1,0,0,0,0,0,,,1,43,0.023255813953488372,0.8965152643702958,0.9999978226741806
GRHL2,AP_HE,1,0,0,0,0,0,,,1,62,0.016129032258064516,0.9620800178690153,0.9999978226741806
GRHL2,HS_DUCT,1,0,0,0,0,0,,,1,32,0.03125,0.8150306020644145,0.9999978226741806
GTF2B,AP_DUCT,1,0,0,0,0,0,,,1,23,0.043478260869565216,0.7025907290980198,0.9999978226741806
GTF2IRD1,HS_HE,1,0,0,0,0,0,,,1,19,0.05263157894736842,0.6327249449843543,0.9999978226741806
HAND2,BA_DUCT,1,0,0,0,0,0,,,1,140,0.007142857142857143,0.9993914641409716,0.9999978226741806
HAND2,HS_DUCT,1,0,0,0,0,0,,,1,23,0.043478260869565216,0.7025907290980198,0.9999978226741806
HES4,BA_DUCT,1,0,0,0,0,0,,,1,123,0.008130081300813009,0.9985001332806038,0.9999978226741806
HES4,HS_LE,1,0,0,0,0,0,,,1,36,0.027777777777777776,0.8502387851218602,0.9999978226741806
HEY1,AP_HE,1,0,0,0,0,0,,,1,32,0.03125,0.8150306020644145,0.9999978226741806
HEY1,AP_TEB,1,0,0,0,0,0,,,1,73,0.0136986301369863,0.9788046861889659,0.9999978226741806
HEY1,BA_TEB,1,0,0,0,0,0,,,1,86,0.011627906976744186,0.9893466198194651,0.9999978226741806
HEY2,HS_DUCT,1,0,0,0,0,0,,,1,26,0.038461538461538464,0.7461284881361778,0.9999978226741806
HEYL,BA_DUCT,1,0,0,0,0,0,,,1,147,0.006802721088435374,0.999580369915896,0.9999978226741806
HEYL,HS_TEB,1,0,0,0,0,0,,,1,90,0.011111111111111112,0.9913797120824829,0.9999978226741806
HHEX,HS_HE,1,0,0,0,0,0,,,1,69,0.014492753623188406,0.9738108215771972,0.9999978226741806
HIC1,HS_DUCT,1,0,0,0,0,0,,,1,15,0.06666666666666667,0.5464670846633504,0.9999978226741806
HIC1,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,97,0.010309278350515464,0.9940497601996772,0.9999978226741806
HIF1A,AP_HE,1,0,0,0,0,0,,,1,67,0.014925373134328358,0.9708891078857296,0.9999978226741806
HIF1A,BA_HE,1,0,0,0,0,0,,,1,107,0.009345794392523364,0.9964969376967601,0.9999978226741806
HIF1A,HS_HE,1,0,0,0,0,0,,,1,72,0.013888888888888888,0.9776533616786613,0.9999978226741806
HIF3A,AP_HE,1,0,0,0,0,0,,,1,33,0.030303030303030304,0.8245406215361494,0.9999978226741806
HIVEP2,BA_DUCT,1,0,0,0,0,0,,,1,114,0.008771929824561403,0.9975827929536478,0.9999978226741806
HIVEP3,BA_DUCT,1,0,0,0,0,0,,,1,107,0.009345794392523364,0.9964969376967601,0.9999978226741806
HIVEP3,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,120,0.008333333333333333,0.9982414656928738,0.9999978226741806
HLF,BA_HE,1,0,0,0,0,0,,,1,63,0.015873015873015872,0.9640326817411148,0.9999978226741806
HLX,AP_HE,1,0,0,0,0,0,,,1,33,0.030303030303030304,0.8245406215361494,0.9999978226741806
HLX,BA_DUCT,1,0,0,0,0,0,,,1,107,0.009345794392523364,0.9964969376967601,0.9999978226741806
HLX,HS_HE,1,0,0,0,0,0,,,1,35,0.02857142857142857,0.8421202890949757,0.9999978226741806
HMGA2,AP_TEB,1,0,0,0,0,0,,,1,152,0.006578947368421052,0.9996782416917037,0.9999978226741806
HNF1B,AP_DUCT,1,0,0,0,0,0,,,1,33,0.030303030303030304,0.8245406215361494,0.9999978226741806
HNF1B,AP_HE,1,0,0,0,0,0,,,1,48,0.020833333333333332,0.9205342079450483,0.9999978226741806
HNF1B,BA_HE,1,0,0,0,0,0,,,1,63,0.015873015873015872,0.9640326817411148,0.9999978226741806
HNF4G,AP_DUCT,1,0,0,0,0,0,,,1,42,0.023809523809523808,0.8909032446555523,0.9999978226741806
HOXA11,BA_DUCT,1,0,0,0,0,0,,,1,109,0.009174311926605505,0.9968492369597234,0.9999978226741806
HOXA11,HS_DUCT,1,0,0,0,0,0,,,1,15,0.06666666666666667,0.5464670846633504,0.9999978226741806
HOXA11,HS_LE,1,0,0,0,0,0,,,1,50,0.02,0.928502113175572,0.9999978226741806
HOXA2,AP_TEB,1,0,0,0,0,0,,,1,76,0.013157894736842105,0.9819151284178175,0.9999978226741806
HOXA2,BA_DUCT,1,0,0,0,0,0,,,1,136,0.007352941176470588,0.9992475135452649,0.9999978226741806
HOXA2,HS_DUCT,1,0,0,0,0,0,,,1,21,0.047619047619047616,0.6694969955709769,0.9999978226741806
HOXA3,HS_TEB,1,0,0,0,0,0,,,1,104,0.009615384615384616,0.995893358522544,0.9999978226741806
HOXA4,BA_DUCT,1,0,0,0,0,0,,,1,127,0.007874015748031496,0.9987868780322103,0.9999978226741806
HOXA5,AP_HE,1,0,0,0,0,0,,,1,38,0.02631578947368421,0.865245975097951,0.9999978226741806
HOXA9,HS_HE,1,0,0,0,0,0,,,1,52,0.019230769230769232,0.9356718159405193,0.9999978226741806
HOXB13,AP_HE,1,0,0,0,0,0,,,1,51,0.0196078431372549,0.9321815496449943,0.9999978226741806
HOXB2,BA_DUCT,1,0,0,0,0,0,,,1,151,0.006622516556291391,0.999660687688675,0.9999978226741806
HOXB2,HS_DUCT,1,0,0,0,0,0,,,1,17,0.058823529411764705,0.5918661975401018,0.9999978226741806
HOXB3,BA_DUCT,1,0,0,0,0,0,,,1,130,0.007692307692307693,0.9989653812680843,0.9999978226741806
HOXB3,HS_DUCT,1,0,0,0,0,0,,,1,16,0.0625,0.5697644436862532,0.9999978226741806
HOXB5,BA_DUCT,1,0,0,0,0,0,,,1,121,0.008264462809917356,0.9983322945225033,0.9999978226741806
HOXB5,HS_DUCT,1,0,0,0,0,0,,,1,24,0.041666666666666664,0.7178745830300572,0.9999978226741806
HOXB5,HS_HE,1,0,0,0,0,0,,,1,46,0.021739130434782608,0.9116793363045486,0.9999978226741806
HOXB5,HS_TEB,1,0,0,0,0,0,,,1,94,0.010638297872340425,0.9930251251842568,0.9999978226741806
HOXB6,HS_DUCT,1,0,0,0,0,0,,,1,22,0.045454545454545456,0.6864797706206107,0.9999978226741806
HOXB6,HS_HE,1,0,0,0,0,0,,,1,42,0.023809523809523808,0.8909032446555523,0.9999978226741806
HOXB6,HS_TEB,1,0,0,0,0,0,,,1,93,0.010752688172043012,0.9926458141102015,0.9999978226741806
HOXC10,AP_HE,1,0,0,0,0,0,,,1,29,0.034482758620689655,0.7832982439079151,0.9999978226741806
HOXD10,HS_DUCT,1,0,0,0,0,0,,,1,17,0.058823529411764705,0.5918661975401018,0.9999978226741806
HOXD3,HS_DUCT,1,0,0,0,0,0,,,1,15,0.06666666666666667,0.5464670846633504,0.9999978226741806
HOXD4,HS_DUCT,1,0,0,0,0,0,,,1,16,0.0625,0.5697644436862532,0.9999978226741806
HOXD4,HS_LE,1,0,0,0,0,0,,,1,42,0.023809523809523808,0.8909032446555523,0.9999978226741806
IRF1,BA_HE,1,0,0,0,0,0,,,1,109,0.009174311926605505,0.9968492369597234,0.9999978226741806
IRF2,AP_DUCT,1,0,0,0,0,0,,,1,30,0.03333333333333333,0.7944380139986199,0.9999978226741806
IRF5,HS_HE,1,0,0,0,0,0,,,1,27,0.037037037037037035,0.7591769719337726,0.9999978226741806
IRF6,AP_HE,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
IRF6,BA_DUCT,1,0,0,0,0,0,,,1,101,0.009900990099009901,0.9951859054112047,0.9999978226741806
IRF6,HS_TEB,1,0,0,0,0,0,,,1,101,0.009900990099009901,0.9951859054112047,0.9999978226741806
IRF7,HS_HE,1,0,0,0,0,0,,,1,34,0.029411764705882353,0.8335621617129495,0.9999978226741806
IRF8,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,99,0.010101010101010102,0.9946478656238503,0.9999978226741806
IRX1,BA_DUCT,1,0,0,0,0,0,,,1,114,0.008771929824561403,0.9975827929536478,0.9999978226741806
IRX1,BA_LE,1,0,0,0,0,0,,,1,94,0.010638297872340425,0.9930251251842568,0.9999978226741806
IRX3,BA_DUCT,1,0,0,0,0,0,,,1,136,0.007352941176470588,0.9992475135452649,0.9999978226741806
ISX,AP_HE,1,0,0,0,0,0,,,1,29,0.034482758620689655,0.7832982439079151,0.9999978226741806
JAZF1,AP_HE,1,0,0,0,0,0,,,1,33,0.030303030303030304,0.8245406215361494,0.9999978226741806
JAZF1,BA_DUCT,1,0,0,0,0,0,,,1,125,0.008,0.998651096008793,0.9999978226741806
JAZF1,HS_HE,1,0,0,0,0,0,,,1,35,0.02857142857142857,0.8421202890949757,0.9999978226741806
JDP2,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,104,0.009615384615384616,0.995893358522544,0.9999978226741806
JUN,AP_DUCT,1,0,0,0,0,0,,,1,63,0.015873015873015872,0.9640326817411148,0.9999978226741806
JUN,BA_HE,1,0,0,0,0,0,,,1,159,0.006289308176100629,0.9997781772301392,0.9999978226741806
JUNB,BA_DUCT,1,0,0,0,0,0,,,1,132,0.007575757575757576,0.9990695535114411,0.9999978226741806
JUNB,BA_HE,1,0,0,0,0,0,,,1,99,0.010101010101010102,0.9946478656238503,0.9999978226741806
JUNB,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,147,0.006802721088435374,0.999580369915896,0.9999978226741806
JUND,BA_HE,1,0,0,0,0,0,,,1,147,0.006802721088435374,0.999580369915896,0.9999978226741806
KCNIP3,BA_DUCT,1,0,0,0,0,0,,,1,43,0.023255813953488372,0.8965152643702958,0.9999978226741806
KDM2B,AP_LE,1,1,0,0,0,0,,,0,64,0.015625,0.9658848909448658,0.9999978226741806
KDM2B,BA_LE,1,0,0,0,0,0,,,1,68,0.014705882352941176,0.9723885439724445,0.9999978226741806
KDM2B,BA_TEB,1,0,0,0,0,0,,,1,60,0.016666666666666666,0.9578512621778132,0.9999978226741806
KLF10,AP_HE,1,0,0,0,0,0,,,1,49,0.02040816326530612,0.9246232645705605,0.9999978226741806
KLF10,HS_HE,1,0,0,0,0,0,,,1,37,0.02702702702702703,0.8579402119892936,0.9999978226741806
KLF11,AP_HE,1,0,0,0,0,0,,,1,47,0.02127659574468085,0.9162235635647089,0.9999978226741806
KLF12,BA_DUCT,1,0,0,0,0,0,,,1,105,0.009523809523809525,0.996105290708998,0.9999978226741806
KLF2,AP_HE,1,0,0,0,0,0,,,1,45,0.022222222222222223,0.9068888824055246,0.9999978226741806
KLF3,BA_DUCT,1,0,0,0,0,0,,,1,137,0.0072992700729927005,0.9992864122021607,0.9999978226741806
KLF4,AP_DUCT,1,1,0,0,0,0,,,0,47,0.02127659574468085,0.9162235635647089,0.9999978226741806
KLF6,AP_HE,1,0,0,0,0,0,,,1,61,0.01639344262295082,0.9600214569771751,0.9999978226741806
KLF7,AP_TEB,1,0,0,0,0,0,,,1,74,0.013513513513513514,0.9798967500263773,0.9999978226741806
KLF7,BA_DUCT,1,0,0,0,0,0,,,1,137,0.0072992700729927005,0.9992864122021607,0.9999978226741806
KLF9,BA_HE,1,0,0,0,0,0,,,1,124,0.008064516129032258,0.9985776139902138,0.9999978226741806
KLF9,HS_TEB,1,0,0,1,0,1,Bnip3,,0,163,0.006134969325153374,0.9998206589897449,0.9999978226741806
LHX6,AP_HE,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
LHX6,BA_HE,1,0,0,1,0,1,Aifm2,,0,54,0.018518518518518517,0.9421232051490198,0.9999978226741806
LHX6,HS_TEB,1,0,0,0,0,0,,,1,94,0.010638297872340425,0.9930251251842568,0.9999978226741806
LIN54,HS_LE,1,0,0,0,0,0,,,1,19,0.05263157894736842,0.6327249449843543,0.9999978226741806
LTF,AP_DUCT,1,0,0,0,0,0,,,1,10,0.1,0.40965885301396254,0.9999978226741806
LYL1,HS_HE,1,0,0,0,0,0,,,1,66,0.015151515151515152,0.9693083319399209,0.9999978226741806
MAF,BA_DUCT,1,0,0,0,0,0,,,1,177,0.005649717514124294,0.9999148116108475,0.9999978226741806
MAF,HS_DUCT,1,0,0,0,0,0,,,1,32,0.03125,0.8150306020644145,0.9999978226741806
MAFA,BA_HE,1,0,0,0,0,0,,,1,53,0.018867924528301886,0.9389826284943715,0.9999978226741806
MAFB,BA_HE,1,0,0,0,0,0,,,1,103,0.009708737864077669,0.9956699062546521,0.9999978226741806
MAFF,AP_HE,1,0,0,0,0,0,,,1,84,0.011904761904761904,0.9881569689490555,0.9999978226741806
MAFF,BA_HE,1,0,0,1,0,1,Aifm2,,0,113,0.008849557522123894,0.9974511944856944,0.9999978226741806
MAFK,AP_HE,1,0,0,0,0,0,,,1,89,0.011235955056179775,0.9909110224315525,0.9999978226741806
MAFK,BA_HE,1,0,0,0,0,0,,,1,143,0.006993006993006993,0.9994810640072951,0.9999978226741806
MBD4,AP_TEB,1,0,0,0,0,0,,,1,185,0.005405405405405406,0.9999443418637247,0.9999978226741806
MECOM,AP_HE,1,0,0,0,0,0,,,1,49,0.02040816326530612,0.9246232645705605,0.9999978226741806
MECOM,HS_DUCT,1,0,0,0,0,0,,,1,22,0.045454545454545456,0.6864797706206107,0.9999978226741806
MEF2A,BA_HE,1,0,0,0,0,0,,,1,113,0.008849557522123894,0.9974511944856944,0.9999978226741806
MEF2C,AP_DUCT,1,1,0,0,0,0,,,0,28,0.03571428571428571,0.7715554332797265,0.9999978226741806
MEIS2,BA_HE,1,0,0,0,0,0,,,1,100,0.01,0.9949240021410402,0.9999978226741806
MEIS2,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,133,0.007518796992481203,0.9991176414910181,0.9999978226741806
MEIS3,BA_DUCT,1,0,0,0,0,0,,,1,106,0.009433962264150943,0.9963062961616307,0.9999978226741806
MEOX1,AP_HE,1,0,0,0,0,0,,,1,27,0.037037037037037035,0.7591769719337726,0.9999978226741806
MEOX1,AP_TEB,1,0,0,1,0,1,Bok,,0,58,0.017241379310344827,0.9531514542251285,0.9999978226741806
MEOX1,BA_DUCT,1,0,0,1,0,1,Aifm2,,0,133,0.007518796992481203,0.9991176414910181,0.9999978226741806
MEOX1,BA_HE,1,0,0,1,0,1,Aifm2,,0,66,0.015151515151515152,0.9693083319399209,0.9999978226741806
MEOX1,HS_TEB,1,0,0,1,0,1,Bok,,0,79,0.012658227848101266,0.9845695019892351,0.9999978226741806
MEOX2,AP_HE,1,0,0,0,0,0,,,1,29,0.034482758620689655,0.7832982439079151,0.9999978226741806
MEOX2,BA_DUCT,1,0,0,0,0,0,,,1,138,0.007246376811594203,0.9993233019795934,0.9999978226741806
MEOX2,HS_DUCT,1,0,0,0,0,0,,,1,22,0.045454545454545456,0.6864797706206107,0.9999978226741806
MESP1,HS_HE,1,0,0,0,0,0,,,1,35,0.02857142857142857,0.8421202890949757,0.9999978226741806
MITF,BA_HE,1,0,0,0,0,0,,,1,184,0.005434782608695652,0.9999412998136128,0.9999978226741806
MKX,AP_TEB,1,0,0,0,0,0,,,1,79,0.012658227848101266,0.9845695019892351,0.9999978226741806
MKX,BA_DUCT,1,0,0,0,0,0,,,1,154,0.006493506493506494,0.9997106747373309,0.9999978226741806
MKX,HS_DUCT,1,0,0,0,0,0,,,1,25,0.04,0.7323737535446735,0.9999978226741806
MKX,HS_TEB,1,0,0,0,0,0,,,1,94,0.010638297872340425,0.9930251251842568,0.9999978226741806
MLXIPL,AP_HE,1,0,0,0,0,0,,,1,38,0.02631578947368421,0.865245975097951,0.9999978226741806
MLXIPL,HS_DUCT,1,0,0,0,0,0,,,1,24,0.041666666666666664,0.7178745830300572,0.9999978226741806
MNT,AP_HE,1,0,0,0,0,0,,,1,53,0.018867924528301886,0.9389826284943715,0.9999978226741806
MSC,AP_HE,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
MSC,BA_DUCT,1,0,0,0,0,0,,,1,127,0.007874015748031496,0.9987868780322103,0.9999978226741806
MSX1,BA_DUCT,1,0,0,1,0,1,Aifm2,,0,132,0.007575757575757576,0.9990695535114411,0.9999978226741806
MSX1,HS_DUCT,1,0,0,0,0,0,,,1,20,0.05,0.6515952774385323,0.9999978226741806
MXD3,AP_TEB,1,0,0,0,0,0,,,1,172,0.005813953488372093,0.9998888594984825,0.9999978226741806
MXI1,BA_HE,1,0,0,0,0,0,,,1,134,0.007462686567164179,0.9991632465375497,0.9999978226741806
MYBL1,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,125,0.008,0.998651096008793,0.9999978226741806
MYCN,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,188,0.005319148936170213,0.9999525551874962,0.9999978226741806
MYOD1,HS_DUCT,1,0,0,0,0,0,,,1,25,0.04,0.7323737535446735,0.9999978226741806
MYOG,BA_HE,1,0,0,0,0,0,,,1,120,0.008333333333333333,0.9982414656928738,0.9999978226741806
MYRF,BA_DUCT,1,0,0,0,0,0,,,1,45,0.022222222222222223,0.9068888824055246,0.9999978226741806
MYRFL,HS_HE,1,0,0,0,0,0,,,1,24,0.041666666666666664,0.7178745830300572,0.9999978226741806
NACC2,BA_DUCT,1,0,0,0,0,0,,,1,47,0.02127659574468085,0.9162235635647089,0.9999978226741806
NEUROG2,HS_LE,1,0,0,0,0,0,,,1,36,0.027777777777777776,0.8502387851218602,0.9999978226741806
NFATC1,BA_DUCT,1,0,0,0,0,0,,,1,146,0.00684931506849315,0.9995574826852569,0.9999978226741806
NFATC1,HS_HE,1,0,0,0,0,0,,,1,75,0.013333333333333334,0.9809326005121496,0.9999978226741806
NFATC4,HS_DUCT,1,0,0,0,0,0,,,1,19,0.05263157894736842,0.6327249449843543,0.9999978226741806
NFE2L2,AP_DUCT,1,0,0,0,0,0,,,1,45,0.022222222222222223,0.9068888824055246,0.9999978226741806
NFE2L2,AP_HE,1,0,0,0,0,0,,,1,79,0.012658227848101266,0.9845695019892351,0.9999978226741806
NFE2L2,HS_DUCT,1,0,0,0,0,0,,,1,27,0.037037037037037035,0.7591769719337726,0.9999978226741806
NFE2L3,AP_TEB,1,0,0,0,0,0,,,1,92,0.010869565217391304,0.992245897145061,0.9999978226741806
NFIA,BA_DUCT,1,0,0,0,0,0,,,1,115,0.008695652173913044,0.9977076033206126,0.9999978226741806
NFIB,AP_TEB,1,0,0,1,0,1,Bbc3,,0,108,0.009259259259259259,0.996677749168912,0.9999978226741806
NFIB,HS_LE,1,0,0,0,0,0,,,1,42,0.023809523809523808,0.8909032446555523,0.9999978226741806
NFIC,AP_DUCT,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
NFIC,AP_HE,1,0,0,0,0,0,,,1,66,0.015151515151515152,0.9693083319399209,0.9999978226741806
NFIX,AP_TEB,1,0,0,0,0,0,,,1,71,0.014084507042253521,0.9764395641556054,0.9999978226741806
NFIX,BA_DUCT,1,0,0,0,0,0,,,1,142,0.007042253521126761,0.9994527667311863,0.9999978226741806
NFKB1,AP_DUCT,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
NFKB2,AP_HE,1,0,0,0,0,0,,,1,45,0.022222222222222223,0.9068888824055246,0.9999978226741806
NFKB2,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,135,0.007407407407407408,0.999206496729583,0.9999978226741806
NKX21,HS_DUCT,1,0,0,0,0,0,,,1,11,0.09090909090909091,0.4399759884573725,0.9999978226741806
NKX25,BA_DUCT,1,0,0,0,0,0,,,1,38,0.02631578947368421,0.865245975097951,0.9999978226741806
NKX25,HS_DUCT,1,0,0,0,0,0,,,1,8,0.125,0.34401757231423136,0.9999978226741806
NKX31,BA_LE,1,0,0,0,0,0,,,1,49,0.02040816326530612,0.9246232645705605,0.9999978226741806
NKX61,BA_DUCT,1,0,0,0,0,0,,,1,73,0.0136986301369863,0.9788046861889659,0.9999978226741806
NKX61,HS_DUCT,1,0,0,0,0,0,,,1,18,0.05555555555555555,0.6128336449783045,0.9999978226741806
NKX62,BA_DUCT,1,0,0,0,0,0,,,1,43,0.023255813953488372,0.8965152643702958,0.9999978226741806
NPAS1,HS_DUCT,1,0,0,0,0,0,,,1,18,0.05555555555555555,0.6128336449783045,0.9999978226741806
NPAS2,BA_TEB,1,0,0,0,0,0,,,1,79,0.012658227848101266,0.9845695019892351,0.9999978226741806
NPAS2,HS_HE,1,0,0,0,0,0,,,1,45,0.022222222222222223,0.9068888824055246,0.9999978226741806
NPAS2,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,128,0.0078125,0.9988495590638253,0.9999978226741806
NR1D1,AP_HE,1,0,0,0,0,0,,,1,47,0.02127659574468085,0.9162235635647089,0.9999978226741806
NR1D1,BA_HE,1,0,0,0,0,0,,,1,97,0.010309278350515464,0.9940497601996772,0.9999978226741806
NR1D1,HS_TEB,1,0,0,0,0,0,,,1,99,0.010101010101010102,0.9946478656238503,0.9999978226741806
NR1H2,HS_HE,1,0,0,0,0,0,,,1,74,0.013513513513513514,0.9798967500263773,0.9999978226741806
NR1H3,AP_DUCT,1,0,0,0,0,0,,,1,43,0.023255813953488372,0.8965152643702958,0.9999978226741806
NR1H3,BA_HE,1,0,0,1,0,1,Aifm2,,0,90,0.011111111111111112,0.9913797120824829,0.9999978226741806
NR1H4,AP_DUCT,1,0,0,0,0,0,,,1,30,0.03333333333333333,0.7944380139986199,0.9999978226741806
NR1H4,AP_HE,1,0,0,0,0,0,,,1,38,0.02631578947368421,0.865245975097951,0.9999978226741806
NR1H4,HS_DUCT,1,0,0,0,0,0,,,1,21,0.047619047619047616,0.6694969955709769,0.9999978226741806
NR1I2,HS_DUCT,1,0,0,0,0,0,,,1,19,0.05263157894736842,0.6327249449843543,0.9999978226741806
NR2F1,HS_LE,1,0,0,0,0,0,,,1,79,0.012658227848101266,0.9845695019892351,0.9999978226741806
NR2F2,HS_DUCT,1,0,0,0,0,0,,,1,26,0.038461538461538464,0.7461284881361778,0.9999978226741806
NR3C2,AP_DUCT,1,0,0,0,0,0,,,1,26,0.038461538461538464,0.7461284881361778,0.9999978226741806
NR3C2,HS_DUCT,1,0,0,0,0,0,,,1,16,0.0625,0.5697644436862532,0.9999978226741806
